event_id,home,away,stadium,City,State,lat,lon,event_date,event_dt_utc,tz_name,event_dt_local,local_date,local_time
401749173,Virginia Tech,Georgia Tech,English Field,Blacksburg,VA,37.2178202,-80.4233836,2025-03-09T17:00Z,2025-03-09 17:00:00+00:00,America/New_York,2025-03-09 13:00:00-04:00,2025-03-09,13:00
401748435,Kentucky,Wofford,Kentucky Proud Park,Lexington,KY,38.0182829,-84.5024638,2025-03-09T17:00Z,2025-03-09 17:00:00+00:00,America/New_York,2025-03-09 13:00:00-04:00,2025-03-09,13:00
401749759,Nebraska,Washington,Haymarket Park,Lincoln,NE,40.8242751,-96.7153685,2025-03-09T17:05Z,2025-03-09 17:05:00+00:00,America/Chicago,2025-03-09 12:05:00-05:00,2025-03-09,12:05
401750185,Rutgers,Iowa,Bainton Field,Piscataway,NJ,40.5464326,-74.4660542,2025-03-09T17:30Z,2025-03-09 17:30:00+00:00,America/New_York,2025-03-09 13:30:00-04:00,2025-03-09,13:30
401748593,South Carolina,Morehead St,Founders Park,Columbia,SC,33.9866662,-81.0427024,2025-03-09T17:30Z,2025-03-09 17:30:00+00:00,America/New_York,2025-03-09 13:30:00-04:00,2025-03-09,13:30
401750794,TCU,Fresno St,Lupton Stadium,Fort Worth,TX,32.7028554,-97.3721701,2025-03-09T18:00Z,2025-03-09 18:00:00+00:00,America/Chicago,2025-03-09 13:00:00-05:00,2025-03-09,13:00
401750732,Kansas,Milwaukee,Hoglund Ballpark,Lawrence,KS,38.9527818,-95.2526994,2025-03-09T18:00Z,2025-03-09 18:00:00+00:00,America/Chicago,2025-03-09 13:00:00-05:00,2025-03-09,13:00
401750709,Houston,Grambling,Schroeder Park,Houston,TX,29.7269568,-95.3453599,2025-03-09T18:00Z,2025-03-09 18:00:00+00:00,America/Chicago,2025-03-09 13:00:00-05:00,2025-03-09,13:00
401750666,Baylor,LMU,Baylor Ballpark,Waco,TX,31.5512504,-97.1077111,2025-03-09T18:00Z,2025-03-09 18:00:00+00:00,America/Chicago,2025-03-09 13:00:00-05:00,2025-03-09,13:00
401749760,Minnesota,Purdue,Siebert Field,Minneapolis,MN,44.9823785,-93.2292882,2025-03-09T18:00Z,2025-03-09 18:00:00+00:00,America/Chicago,2025-03-09 13:00:00-05:00,2025-03-09,13:00
401748503,Missouri,Binghamton,Taylor Stadium,Columbia,MO,38.9354971,-92.3388812,2025-03-09T18:00Z,2025-03-09 18:00:00+00:00,America/Chicago,2025-03-09 13:00:00-05:00,2025-03-09,13:00
401748457,Mississippi St,Queens,,,,,,2025-03-09T18:00Z,2025-03-09 18:00:00+00:00,,,,
401750858,San José St,Utah,,,,,,2025-03-09T19:00Z,2025-03-09 19:00:00+00:00,,,,
401750595,Arizona,Pepperdine,Hi Corbett Field,Tucson,AZ,32.2130633,-110.9193708,2025-03-09T19:00Z,2025-03-09 19:00:00+00:00,America/Phoenix,2025-03-09 12:00:00-07:00,2025-03-09,12:00
401750812,Grand Canyon,Texas Tech,Brazell Field at GCU Ballpark,Phoenix,AZ,33.4484367,-112.074141,2025-03-09T20:00Z,2025-03-09 20:00:00+00:00,America/Phoenix,2025-03-09 13:00:00-07:00,2025-03-09,13:00
401750620,Arizona St,Gonzaga,,,,,,2025-03-09T20:00Z,2025-03-09 20:00:00+00:00,,,,
401750326,Florida St,Lipscomb,,,,,,2025-03-09T16:00Z,2025-03-09 16:00:00+00:00,,,,
401750066,LSU,Xavier,"Alex Box Stadium, Skip Bertman Field",Baton Rouge,LA,30.4494155,-91.1869659,2025-03-11T23:30Z,2025-03-11 23:30:00+00:00,America/Chicago,2025-03-11 18:30:00-05:00,2025-03-11,18:30
401749991,Tennessee,West Georgia,Lindsey Nelson Stadium,Knoxville,TN,35.9490901,-83.9294748,2025-03-11T20:30Z,2025-03-11 20:30:00+00:00,America/New_York,2025-03-11 16:30:00-04:00,2025-03-11,16:30
401746189,Arkansas,C Arkansas,Baum–Walker Stadium,Fayetteville,AR,36.050156,-94.1831402,2025-03-11T23:00Z,2025-03-11 23:00:00+00:00,America/Chicago,2025-03-11 18:00:00-05:00,2025-03-11,18:00
401748413,Georgia,ETSU,Foley Field,Athens,GA,33.9409565,-83.380386,2025-03-11T19:00Z,2025-03-11 19:00:00+00:00,America/New_York,2025-03-11 15:00:00-04:00,2025-03-11,15:00
401748387,Florida St,Florida,,,,,,2025-03-11T22:00Z,2025-03-11 22:00:00+00:00,,,,
401751897,UNC Wilmington,North Carolina,Brooks Field,Wilmington,NC,34.2218891,-77.873377,2025-03-11T22:00Z,2025-03-11 22:00:00+00:00,America/New_York,2025-03-11 18:00:00-04:00,2025-03-11,18:00
401751743,Oregon St,Washington St,,,,,,2025-03-12T00:35Z,2025-03-12 00:35:00+00:00,,,,
401751076,Oregon,Grand Canyon,PK Park,Eugene,OR,44.0358767,-123.0579178,2025-03-11T23:05Z,2025-03-11 23:05:00+00:00,America/Los_Angeles,2025-03-11 16:05:00-07:00,2025-03-11,16:05
401750275,Clemson,Liberty,Doug Kingsmore Stadium,Clemson,SC,34.6789444,-82.8492456,2025-03-11T22:00Z,2025-03-11 22:00:00+00:00,America/New_York,2025-03-11 18:00:00-04:00,2025-03-11,18:00
401750015,Texas,UT Arlington,UFCU Disch–Falk Field,Austin,TX,30.2801248,-97.7261524,2025-03-11T23:30Z,2025-03-11 23:30:00+00:00,America/Chicago,2025-03-11 18:30:00-05:00,2025-03-11,18:30
401748563,South Alabama,Ole Miss,Eddie Stanky Field,Mobile,AL,30.6913462,-88.0437509,2025-03-11T21:00Z,2025-03-11 21:00:00+00:00,America/Chicago,2025-03-11 16:00:00-05:00,2025-03-11,16:00
401750575,Coastal,Wake Forest,,,,,,2025-03-11T22:00Z,2025-03-11 22:00:00+00:00,,,,
401759700,Santa Barbara,San Diego,,,,,,2025-03-11T23:05Z,2025-03-11 23:05:00+00:00,,,,
401750112,Vanderbilt,Valparaiso,Hawkins Field,Nashville,TN,36.1433436,-86.807492,2025-03-11T21:30Z,2025-03-11 21:30:00+00:00,America/Chicago,2025-03-11 16:30:00-05:00,2025-03-11,16:30
401746165,UAB,Alabama,Jerry D. Young Memorial Field,Birmingham,AL,33.5206824,-86.8024326,2025-03-11T23:00Z,2025-03-11 23:00:00+00:00,America/Chicago,2025-03-11 18:00:00-05:00,2025-03-11,18:00
401750040,Texas A&M,Prairie View,Olsen Field at Blue Bell Park,College Station,TX,30.6183939,-96.3455991,2025-03-11T23:00Z,2025-03-11 23:00:00+00:00,America/Chicago,2025-03-11 18:00:00-05:00,2025-03-11,18:00
401750774,Dallas Baptist,Oklahoma St,Horner Ballpark,Dallas,TX,32.7118563,-96.9453641,2025-03-11T23:05Z,2025-03-11 23:05:00+00:00,America/Chicago,2025-03-11 18:05:00-05:00,2025-03-11,18:05
401759692,Jax State,Troy,,,,,,2025-03-11T23:00Z,2025-03-11 23:00:00+00:00,,,,
401759689,Southern Miss,UT Rio Grande,Pete Taylor Park,Hattiesburg,MS,31.3336564,-89.3382063,2025-03-11T23:00Z,2025-03-11 23:00:00+00:00,America/Chicago,2025-03-11 18:00:00-05:00,2025-03-11,18:00
401750525,Virginia,Maryland,Davenport Field at Disharoon Park,Charlottesville,VA,38.0457967,-78.5135345,2025-03-11T21:35Z,2025-03-11 21:35:00+00:00,America/New_York,2025-03-11 17:35:00-04:00,2025-03-11,17:35
401746215,Auburn,UT Martin,Samford Stadium – Hitchcock Field at Plainsman Park,Auburn,AL,32.6098566,-85.4807825,2025-03-11T23:00Z,2025-03-11 23:00:00+00:00,America/Chicago,2025-03-11 18:00:00-05:00,2025-03-11,18:00
401750879,West Virginia,Towson,Kendrick Family Ballpark,Granville[h],WV,39.6459146,-79.9872866,2025-03-11T18:00Z,2025-03-11 18:00:00+00:00,America/New_York,2025-03-11 14:00:00-04:00,2025-03-11,14:00
401751822,Ohio State,E Michigan,Bill Davis Stadium,Columbus,OH,40.009683,-83.0260227,2025-03-11T19:00Z,2025-03-11 19:00:00+00:00,America/New_York,2025-03-11 15:00:00-04:00,2025-03-11,15:00
401751122,Penn,Rutgers,Meiklejohn Stadium,Philadelphia,PA,39.9436978,-75.1937419,2025-03-11T19:00Z,2025-03-11 19:00:00+00:00,America/New_York,2025-03-11 15:00:00-04:00,2025-03-11,15:00
401750371,Louisville,Lipscomb,Jim Patterson Stadium,Louisville,KY,38.2057696,-85.7623635,2025-03-11T19:00Z,2025-03-11 19:00:00+00:00,America/Kentucky/Louisville,2025-03-11 15:00:00-04:00,2025-03-11,15:00
401750298,Duke,George Mason,Jack Coombs Field,Durham,NC,35.996653,-78.9018053,2025-03-11T19:00Z,2025-03-11 19:00:00+00:00,America/New_York,2025-03-11 15:00:00-04:00,2025-03-11,15:00
401750227,Boston College,Merrimack,Eddie Pellagrini Diamond,Boston,MA,42.3439574,-71.1597987,2025-03-11T19:00Z,2025-03-11 19:00:00+00:00,America/New_York,2025-03-11 15:00:00-04:00,2025-03-11,15:00
401751098,Georgetown,Penn State,Capital One Park,Tysons,VA,38.9267483,-77.207473,2025-03-11T20:00Z,2025-03-11 20:00:00+00:00,America/New_York,2025-03-11 16:00:00-04:00,2025-03-11,16:00
401750978,Michigan,Toledo,Ray Fisher Stadium,Ann Arbor,MI,42.2674643,-83.7424673,2025-03-11T20:00Z,2025-03-11 20:00:00+00:00,America/Detroit,2025-03-11 16:00:00-04:00,2025-03-11,16:00
401750923,Indiana St,Indiana,,,,,,2025-03-11T20:00Z,2025-03-11 20:00:00+00:00,,,,
401750556,James Madison,Virginia Tech,Eagle Field at Veterans Memorial Park,Harrisonburg,VA,38.4493315,-78.8688833,2025-03-11T20:00Z,2025-03-11 20:00:00+00:00,America/New_York,2025-03-11 16:00:00-04:00,2025-03-11,16:00
401752652,Iowa,Augustana Coll,Duane Banks Field,Iowa City,IA,41.6612957,-91.5546259,2025-03-11T21:05Z,2025-03-11 21:05:00+00:00,America/Chicago,2025-03-11 16:05:00-05:00,2025-03-11,16:05
401750690,Cincinnati,Miami OH,UC Baseball Stadium,Cincinnati,OH,39.1301459,-84.5137163,2025-03-11T22:00Z,2025-03-11 22:00:00+00:00,America/New_York,2025-03-11 18:00:00-04:00,2025-03-11,18:00
401750457,Winthrop,Notre Dame,Winthrop Ballpark,Rock Hill,SC,34.9458082,-81.0183311,2025-03-11T22:00Z,2025-03-11 22:00:00+00:00,America/New_York,2025-03-11 18:00:00-04:00,2025-03-11,18:00
401750416,NC State,NC A&T,,,,,,2025-03-11T22:00Z,2025-03-11 22:00:00+00:00,,,,
401750393,UCF,Miami,John Euliano Park,Orlando[g],FL,28.5421218,-81.379045,2025-03-11T22:00Z,2025-03-11 22:00:00+00:00,America/New_York,2025-03-11 18:00:00-04:00,2025-03-11,18:00
401750348,Georgia Tech,Georgia St,Russ Chandler Stadium,Atlanta,GA,33.7776564,-84.3946352,2025-03-11T22:00Z,2025-03-11 22:00:00+00:00,America/New_York,2025-03-11 18:00:00-04:00,2025-03-11,18:00
401762896,Kentucky,N Illinois,Kentucky Proud Park,Lexington,KY,38.0182829,-84.5024638,2025-03-11T22:30Z,2025-03-11 22:30:00+00:00,America/New_York,2025-03-11 18:30:00-04:00,2025-03-11,18:30
401751178,Portland,Washington,Joe Etzel Field,Portland,OR,45.5739856,-122.72924,2025-03-11T23:00Z,2025-03-11 23:00:00+00:00,America/Los_Angeles,2025-03-11 16:00:00-07:00,2025-03-11,16:00
401750898,Illinois,W Illinois,Illinois Field,Champaign,IL,40.096983,-88.2295939,2025-03-11T23:00Z,2025-03-11 23:00:00+00:00,America/Chicago,2025-03-11 18:00:00-05:00,2025-03-11,18:00
401750795,Texas St,TCU,,,,,,2025-03-11T23:00Z,2025-03-11 23:00:00+00:00,,,,
401750753,Creighton,Kansas St,Charles Schwab Field Omaha,Omaha,NE,41.2669678,-95.9325486,2025-03-11T23:00Z,2025-03-11 23:00:00+00:00,America/Chicago,2025-03-11 18:00:00-05:00,2025-03-11,18:00
401750733,Minnesota,Kansas,Siebert Field,Minneapolis,MN,44.9823785,-93.2292882,2025-03-11T23:00Z,2025-03-11 23:00:00+00:00,America/Chicago,2025-03-11 18:00:00-05:00,2025-03-11,18:00
401748458,Mississippi St,Old Dominion,,,,,,2025-03-11T23:00Z,2025-03-11 23:00:00+00:00,,,,
401751035,Nebraska,Wichita St,Haymarket Park,Lincoln,NE,40.8242751,-96.7153685,2025-03-11T23:05Z,2025-03-11 23:05:00+00:00,America/Chicago,2025-03-11 18:05:00-05:00,2025-03-11,18:05
401750667,Baylor,Sam Houston,Baylor Ballpark,Waco,TX,31.5512504,-97.1077111,2025-03-11T23:30Z,2025-03-11 23:30:00+00:00,America/Chicago,2025-03-11 18:30:00-05:00,2025-03-11,18:30
401751164,Fullerton,USC,,,,,,2025-03-12T01:00Z,2025-03-12 01:00:00+00:00,,,,
401751142,UCLA,UC Irvine,Jackie Robinson Stadium,Los Angeles,CA,34.0592515,-118.4592399,2025-03-12T01:00Z,2025-03-12 01:00:00+00:00,America/Los_Angeles,2025-03-11 18:00:00-07:00,2025-03-11,18:00
401750596,Arizona,Arizona St,Hi Corbett Field,Tucson,AZ,32.2130633,-110.9193708,2025-03-12T01:00Z,2025-03-12 01:00:00+00:00,America/Phoenix,2025-03-11 18:00:00-07:00,2025-03-11,18:00
401750252,California,Utah,Evans Diamond,Berkeley,CA,37.8694842,-122.2634129,2025-03-12T01:00Z,2025-03-12 01:00:00+00:00,America/Los_Angeles,2025-03-11 18:00:00-07:00,2025-03-11,18:00
401751055,Northwestern,Illinois St,Rocky Miller Park,Evanston,IL,42.0681019,-87.6926277,2025-03-11T20:30Z,2025-03-11 20:30:00+00:00,America/Chicago,2025-03-11 15:30:00-05:00,2025-03-11,15:30
401751744,Oregon St,Washington St,,,,,,2025-03-12T22:05Z,2025-03-12 22:05:00+00:00,,,,
401751077,Oregon,Grand Canyon,PK Park,Eugene,OR,44.0358767,-123.0579178,2025-03-12T23:05Z,2025-03-12 23:05:00+00:00,America/Los_Angeles,2025-03-12 16:05:00-07:00,2025-03-12,16:05
401750276,Clemson,Liberty,Doug Kingsmore Stadium,Clemson,SC,34.6789444,-82.8492456,2025-03-12T20:00Z,2025-03-12 20:00:00+00:00,America/New_York,2025-03-12 16:00:00-04:00,2025-03-12,16:00
401748539,Oklahoma,Louisiana Tech,L. Dale Mitchell Baseball Park,Norman,OK,35.2225717,-97.4394816,2025-03-12T23:30Z,2025-03-12 23:30:00+00:00,America/Chicago,2025-03-12 18:30:00-05:00,2025-03-12,18:30
401750299,Duke,George Mason,Jack Coombs Field,Durham,NC,35.996653,-78.9018053,2025-03-12T15:00Z,2025-03-12 15:00:00+00:00,America/New_York,2025-03-12 11:00:00-04:00,2025-03-12,11:00
401750734,Minnesota,Kansas,Siebert Field,Minneapolis,MN,44.9823785,-93.2292882,2025-03-12T18:00Z,2025-03-12 18:00:00+00:00,America/Chicago,2025-03-12 13:00:00-05:00,2025-03-12,13:00
401763382,UIC,Northwestern,Les Miller Field at Curtis Granderson Stadium,Chicago,IL,41.8755616,-87.6244212,2025-03-12T18:50Z,2025-03-12 18:50:00+00:00,America/Chicago,2025-03-12 13:50:00-05:00,2025-03-12,13:50
401751123,Rutgers,Wagner,Bainton Field,Piscataway,NJ,40.5464326,-74.4660542,2025-03-12T19:00Z,2025-03-12 19:00:00+00:00,America/New_York,2025-03-12 15:00:00-04:00,2025-03-12,15:00
401750483,Pitt,Youngstown St,,,,,,2025-03-12T19:00Z,2025-03-12 19:00:00+00:00,,,,
401751895,Purdue,Butler,Alexander Field,West Lafayette,IN,40.437702,-86.9411864,2025-03-12T20:00Z,2025-03-12 20:00:00+00:00,America/Indiana/Indianapolis,2025-03-12 16:00:00-04:00,2025-03-12,16:00
401751099,Georgetown,Penn State,Capital One Park,Tysons,VA,38.9267483,-77.207473,2025-03-12T20:00Z,2025-03-12 20:00:00+00:00,America/New_York,2025-03-12 16:00:00-04:00,2025-03-12,16:00
401750959,Maryland,Mount St Marys,Shipley Field,College Park,MD,38.9892976,-76.9444091,2025-03-12T20:00Z,2025-03-12 20:00:00+00:00,America/New_York,2025-03-12 16:00:00-04:00,2025-03-12,16:00
401750458,Winthrop,Notre Dame,Winthrop Ballpark,Rock Hill,SC,34.9458082,-81.0183311,2025-03-12T20:00Z,2025-03-12 20:00:00+00:00,America/New_York,2025-03-12 16:00:00-04:00,2025-03-12,16:00
401750213,Michigan St,Michigan,,,,,,2025-03-12T20:00Z,2025-03-12 20:00:00+00:00,,,,
401750754,Omaha,Kansas St,Tal Anderson Field,Omaha,NE,41.2587459,-95.9383758,2025-03-12T22:00Z,2025-03-12 22:00:00+00:00,America/Chicago,2025-03-12 17:00:00-05:00,2025-03-12,17:00
401748459,Mississippi St,Nicholls,,,,,,2025-03-12T22:00Z,2025-03-12 22:00:00+00:00,,,,
401748594,South Carolina,Georgia St,Founders Park,Columbia,SC,33.9866662,-81.0427024,2025-03-12T22:30Z,2025-03-12 22:30:00+00:00,America/New_York,2025-03-12 18:30:00-04:00,2025-03-12,18:30
401750710,Sam Houston,Houston,Don Sanders Stadium,Huntsville,TX,30.7135044,-95.5398176,2025-03-12T23:00Z,2025-03-12 23:00:00+00:00,America/Chicago,2025-03-12 18:00:00-05:00,2025-03-12,18:00
401751036,Nebraska,Wichita St,Haymarket Park,Lincoln,NE,40.8242751,-96.7153685,2025-03-12T23:05Z,2025-03-12 23:05:00+00:00,America/Chicago,2025-03-12 18:05:00-05:00,2025-03-12,18:05
401750372,Louisville,Oakland,Jim Patterson Stadium,Louisville,KY,38.2057696,-85.7623635,2025-03-13T00:00Z,2025-03-13 00:00:00+00:00,America/Kentucky/Louisville,2025-03-12 20:00:00-04:00,2025-03-12,20:00
401749536,BYU,UCF,Larry H. Miller Field,Provo,UT,40.2337289,-111.6587085,2025-03-13T20:00Z,2025-03-13 20:00:00+00:00,America/Denver,2025-03-13 14:00:00-06:00,2025-03-13,14:00
401748912,LSU,Missouri,"Alex Box Stadium, Skip Bertman Field",Baton Rouge,LA,30.4494155,-91.1869659,2025-03-14T21:30Z,2025-03-14 21:30:00+00:00,America/Chicago,2025-03-14 16:30:00-05:00,2025-03-14,16:30
401748910,Tennessee,Florida,Lindsey Nelson Stadium,Knoxville,TN,35.9490901,-83.9294748,2025-03-14T22:30Z,2025-03-14 22:30:00+00:00,America/New_York,2025-03-14 18:30:00-04:00,2025-03-14,18:30
401748908,Ole Miss,Arkansas,Swayze Field,University,MS,34.3653692,-89.5350279,2025-03-14T19:00Z,2025-03-14 19:00:00+00:00,America/Chicago,2025-03-14 14:00:00-05:00,2025-03-14,14:00
401748911,Georgia,Kentucky,Foley Field,Athens,GA,33.9409565,-83.380386,2025-03-14T22:00Z,2025-03-14 22:00:00+00:00,America/New_York,2025-03-14 18:00:00-04:00,2025-03-14,18:00
401749321,Florida St,Boston College,,,,,,2025-03-14T22:00Z,2025-03-14 22:00:00+00:00,,,,
401749322,Louisville,North Carolina,Jim Patterson Stadium,Louisville,KY,38.2057696,-85.7623635,2025-03-14T19:00Z,2025-03-14 19:00:00+00:00,America/Kentucky/Louisville,2025-03-14 15:00:00-04:00,2025-03-14,15:00
401749316,Louisville,North Carolina,Jim Patterson Stadium,Louisville,KY,38.2057696,-85.7623635,2025-03-14T23:15Z,2025-03-14 23:15:00+00:00,America/Kentucky/Louisville,2025-03-14 19:15:00-04:00,2025-03-14,19:15
401751745,Oregon St,Grand Canyon,,,,,,2025-03-15T00:35Z,2025-03-15 00:35:00+00:00,,,,
401749765,Oregon,Minnesota,PK Park,Eugene,OR,44.0358767,-123.0579178,2025-03-14T23:05Z,2025-03-14 23:05:00+00:00,America/Los_Angeles,2025-03-14 16:05:00-07:00,2025-03-14,16:05
401749174,Clemson,Notre Dame,Doug Kingsmore Stadium,Clemson,SC,34.6789444,-82.8492456,2025-03-14T20:00Z,2025-03-14 20:00:00+00:00,America/New_York,2025-03-14 16:00:00-04:00,2025-03-14,16:00
401748913,Mississippi St,Texas,,,,,,2025-03-14T21:00Z,2025-03-14 21:00:00+00:00,,,,
401748914,South Carolina,Oklahoma,Founders Park,Columbia,SC,33.9866662,-81.0427024,2025-03-14T23:00Z,2025-03-14 23:00:00+00:00,America/New_York,2025-03-14 19:00:00-04:00,2025-03-14,19:00
401749175,Wake Forest,Miami,David F. Couch Ballpark,Winston-Salem,NC,36.1297606,-80.2522568,2025-03-15T00:00Z,2025-03-15 00:00:00+00:00,America/New_York,2025-03-14 20:00:00-04:00,2025-03-14,20:00
401763044,Hawai’i,Santa Barbara,,,,,,2025-03-15T03:30Z,2025-03-15 03:30:00+00:00,,,,
401748909,Auburn,Vanderbilt,Samford Stadium – Hitchcock Field at Plainsman Park,Auburn,AL,32.6098566,-85.4807825,2025-03-14T23:00Z,2025-03-14 23:00:00+00:00,America/Chicago,2025-03-14 18:00:00-05:00,2025-03-14,18:00
401748907,Texas A&M,Alabama,Olsen Field at Blue Bell Park,College Station,TX,30.6183939,-96.3455991,2025-03-14T23:00Z,2025-03-14 23:00:00+00:00,America/Chicago,2025-03-14 18:00:00-05:00,2025-03-14,18:00
401749319,Stanford,Duke,Klein Field at Sunken Diamond,Stanford,CA,37.4265407,-122.1703055,2025-03-15T01:00Z,2025-03-15 01:00:00+00:00,America/Los_Angeles,2025-03-14 18:00:00-07:00,2025-03-14,18:00
401759811,Dallas Baptist,UTSA,Horner Ballpark,Dallas,TX,32.7118563,-96.9453641,2025-03-14T23:05Z,2025-03-14 23:05:00+00:00,America/Chicago,2025-03-14 18:05:00-05:00,2025-03-14,18:05
401755289,Louisiana,Troy,M. L. Tigue Moore Field at Russo Park,Lafayette,LA,30.2262187,-92.0178202,2025-03-14T23:00Z,2025-03-14 23:00:00+00:00,America/Chicago,2025-03-14 18:00:00-05:00,2025-03-14,18:00
401759799,Southern Miss,Old Dominion,Pete Taylor Park,Hattiesburg,MS,31.3336564,-89.3382063,2025-03-14T23:00Z,2025-03-14 23:00:00+00:00,America/Chicago,2025-03-14 18:00:00-05:00,2025-03-14,18:00
401749320,California,Virginia,Evans Diamond,Berkeley,CA,37.8694842,-122.2634129,2025-03-15T01:00Z,2025-03-15 01:00:00+00:00,America/Los_Angeles,2025-03-14 18:00:00-07:00,2025-03-14,18:00
401759772,Coastal,GA Southern,,,,,,2025-03-14T22:00Z,2025-03-14 22:00:00+00:00,,,,
401750188,Iowa,Michigan St,Duane Banks Field,Iowa City,IA,41.6612957,-91.5546259,2025-03-14T17:05Z,2025-03-14 17:05:00+00:00,America/Chicago,2025-03-14 12:05:00-05:00,2025-03-14,12:05
401749770,Indiana,Ohio State,Bart Kaufman Field,Bloomington,IN,39.1849669,-86.5222464,2025-03-14T18:00Z,2025-03-14 18:00:00+00:00,America/Indiana/Indianapolis,2025-03-14 14:00:00-04:00,2025-03-14,14:00
401751924,Purdue,UIC,Alexander Field,West Lafayette,IN,40.437702,-86.9411864,2025-03-14T20:00Z,2025-03-14 20:00:00+00:00,America/Indiana/Indianapolis,2025-03-14 16:00:00-04:00,2025-03-14,16:00
401751124,Rutgers,CA Baptist,Bainton Field,Piscataway,NJ,40.5464326,-74.4660542,2025-03-14T20:00Z,2025-03-14 20:00:00+00:00,America/New_York,2025-03-14 16:00:00-04:00,2025-03-14,16:00
401750899,Illinois,Valparaiso,Illinois Field,Champaign,IL,40.096983,-88.2295939,2025-03-14T20:00Z,2025-03-14 20:00:00+00:00,America/Chicago,2025-03-14 15:00:00-05:00,2025-03-14,15:00
401749769,Northwestern,Penn State,Rocky Miller Park,Evanston,IL,42.0681019,-87.6926277,2025-03-14T20:00Z,2025-03-14 20:00:00+00:00,America/Chicago,2025-03-14 15:00:00-05:00,2025-03-14,15:00
401749764,Michigan,USC,Ray Fisher Stadium,Ann Arbor,MI,42.2674643,-83.7424673,2025-03-14T20:00Z,2025-03-14 20:00:00+00:00,America/Detroit,2025-03-14 16:00:00-04:00,2025-03-14,16:00
401749541,BYU,UCF,Larry H. Miller Field,Provo,UT,40.2337289,-111.6587085,2025-03-14T21:00Z,2025-03-14 21:00:00+00:00,America/Denver,2025-03-14 15:00:00-06:00,2025-03-14,15:00
401750186,Iowa,Michigan St,Duane Banks Field,Iowa City,IA,41.6612957,-91.5546259,2025-03-14T21:05Z,2025-03-14 21:05:00+00:00,America/Chicago,2025-03-14 16:05:00-05:00,2025-03-14,16:05
401749766,Indiana,Ohio State,Bart Kaufman Field,Bloomington,IN,39.1849669,-86.5222464,2025-03-14T22:00Z,2025-03-14 22:00:00+00:00,America/Indiana/Indianapolis,2025-03-14 18:00:00-04:00,2025-03-14,18:00
401749318,NC State,Virginia Tech,,,,,,2025-03-14T22:00Z,2025-03-14 22:00:00+00:00,,,,
401749317,Georgia Tech,Pitt,Russ Chandler Stadium,Atlanta,GA,33.7776564,-84.3946352,2025-03-14T22:00Z,2025-03-14 22:00:00+00:00,America/New_York,2025-03-14 18:00:00-04:00,2025-03-14,18:00
401750960,South Florida,Maryland,USF Baseball Stadium,Tampa,FL,27.9449854,-82.4583107,2025-03-14T22:30Z,2025-03-14 22:30:00+00:00,America/New_York,2025-03-14 18:30:00-04:00,2025-03-14,18:30
401749537,TCU,Arizona St,Lupton Stadium,Fort Worth,TX,32.7028554,-97.3721701,2025-03-14T23:00Z,2025-03-14 23:00:00+00:00,America/Chicago,2025-03-14 18:00:00-05:00,2025-03-14,18:00
401749539,Houston,Texas Tech,Schroeder Park,Houston,TX,29.7269568,-95.3453599,2025-03-14T23:30Z,2025-03-14 23:30:00+00:00,America/Chicago,2025-03-14 18:30:00-05:00,2025-03-14,18:30
401749767,UCLA,Nebraska,Jackie Robinson Stadium,Los Angeles,CA,34.0592515,-118.4592399,2025-03-15T00:00Z,2025-03-15 00:00:00+00:00,America/Los_Angeles,2025-03-14 17:00:00-07:00,2025-03-14,17:00
401749540,Kansas,Baylor,Hoglund Ballpark,Lawrence,KS,38.9527818,-95.2526994,2025-03-15T00:00Z,2025-03-15 00:00:00+00:00,America/Chicago,2025-03-14 19:00:00-05:00,2025-03-14,19:00
401749538,Kansas St,Utah,,,,,,2025-03-15T00:00Z,2025-03-15 00:00:00+00:00,,,,
401751179,Washington,Gonzaga,Husky Ballpark,Seattle,WA,47.654838,-122.2985888,2025-03-15T00:05Z,2025-03-15 00:05:00+00:00,America/Los_Angeles,2025-03-14 17:05:00-07:00,2025-03-14,17:05
401749542,Arizona,Cincinnati,Hi Corbett Field,Tucson,AZ,32.2130633,-110.9193708,2025-03-15T01:00Z,2025-03-15 01:00:00+00:00,America/Phoenix,2025-03-14 18:00:00-07:00,2025-03-14,18:00
401749543,Oklahoma St,West Virginia,,,,,,2025-03-14T23:00Z,2025-03-14 23:00:00+00:00,,,,
401748940,LSU,Missouri,"Alex Box Stadium, Skip Bertman Field",Baton Rouge,LA,30.4494155,-91.1869659,2025-03-15T23:00Z,2025-03-15 23:00:00+00:00,America/Chicago,2025-03-15 18:00:00-05:00,2025-03-15,18:00
401748938,Tennessee,Florida,Lindsey Nelson Stadium,Knoxville,TN,35.9490901,-83.9294748,2025-03-15T19:30Z,2025-03-15 19:30:00+00:00,America/New_York,2025-03-15 15:30:00-04:00,2025-03-15,15:30
401748936,Ole Miss,Arkansas,Swayze Field,University,MS,34.3653692,-89.5350279,2025-03-15T23:00Z,2025-03-15 23:00:00+00:00,America/Chicago,2025-03-15 18:00:00-05:00,2025-03-15,18:00
401748939,Georgia,Kentucky,Foley Field,Athens,GA,33.9409565,-83.380386,2025-03-15T18:00Z,2025-03-15 18:00:00+00:00,America/New_York,2025-03-15 14:00:00-04:00,2025-03-15,14:00
401749329,Florida St,Boston College,,,,,,2025-03-15T17:00Z,2025-03-15 17:00:00+00:00,,,,
