event_id,event_date,status,home,away,venue,location
401750012,2025-03-08T00:30Z,Final,Texas,Santa Clara,UFCU Disch-Falk Field,"Austin, Texas"
401748536,2025-03-08T00:30Z,Final,Oklahoma,Sam Houston,Kimrey Family Stadium,"Norman, Oklahoma"
401750037,2025-03-08T00:00Z,Final,Texas A&M,New Mexico St,Olsen Field at Blue Bell Park,"College Station, Texas"
401749161,2025-03-07T23:00Z,Final,Wake Forest,Notre Dame,David F. Couch Ballpark,"Winston-Salem, North Carolina"
401759504,2025-03-08T00:05Z,Final,Santa Barbara,CSU Northridge,Caesar Uyesaka Stadium,"Santa Barbara, California"
401748560,2025-03-08T00:30Z,Final,Ole Miss,Jax State,Oxford-University Stadium at Swayze Field,"Oxford, Mississippi"
401750109,2025-03-07T22:30Z,Final,Vanderbilt,Xavier,Hawkins Field,"Nashville, Tennessee"
401762429,2025-03-07T20:00Z,Final,SC Upstate,Troy,Cleveland S. Harley Baseball Park,"Spartanburg, South Carolina"
401759495,2025-03-08T00:00Z,Final,Southern Miss,UNC Wilmington,Pete Taylor Park/Hill Denson Field,"Hattiesburg, Mississippi"
401755275,2025-03-08T00:00Z,Final,Louisiana,Dallas Baptist,"M.L. ""Tigue"" Moore Field at Russo Park","Lafayette, Louisiana"
401746212,2025-03-08T00:00Z,Final,Auburn,Old Dominion,Plainsman Park,"Auburn, Alabama"
401746162,2025-03-08T00:00Z,Final,Alabama,Presbyterian,Sewell-Thomas Stadium,"Tuscaloosa, Alabama"
401759460,2025-03-07T21:00Z,Final,East Carolina,Coastal,Lewis Field at Clark-LeClair Stadium,"Greenville, North Carolina"
401750771,2025-03-08T00:00Z,Final,Oklahoma St,Illinois St,O'Brate Stadium,"Stillwater, Oklahoma"
401751002,2025-03-07T15:00Z,Final,Michigan St,Cornell,Fluor Field,"Greenville, South Carolina"
401750368,2025-03-07T17:00Z,Final,Louisville,UIC,Jim Patterson Stadium,"Louisville, Kentucky"
401749749,2025-03-07T17:00Z,Final,Penn State,Indiana,Medlar Field at Lubrano Park,"University Park, Pennsylvania"
401750730,2025-03-07T18:00Z,Final,Kansas,Milwaukee,Hoglund Ballpark,"Lawrence, Kansas"
401751003,2025-03-07T19:00Z,Final,Michigan St,UAB,Fluor Field,"Greenville, South Carolina"
401750876,2025-03-07T19:00Z,Final,West Virginia,Kennesaw St,Wagener Field at Monongalia County Ballpark,"Morgantown, West Virginia"
401750687,2025-03-07T19:00Z,Final,Cincinnati,Canisius,UC Baseball Stadium,"Cincinnati, Ohio"
401750183,2025-03-07T19:00Z,Final,Rutgers,Iowa,Bainton Field,"Piscataway, New Jersey"
401751051,2025-03-07T20:00Z,Final,The Citadel,Northwestern,"Joseph P. Riley, Jr. Park","Charleston, South Carolina"
401750480,2025-03-07T20:00Z,Final,ETSU,Pitt,Thomas Stadium,"Johnson City, Tennessee"
401750413,2025-03-07T20:00Z,Final,NC State,Wright St,Doak Field at Dail Park,"Raleigh, North Carolina"
401749755,2025-03-07T20:00Z,Final,Penn State,Indiana,Medlar Field at Lubrano Park,"University Park, Pennsylvania"
401751819,2025-03-07T21:00Z,Final,Ohio State,Valparaiso,Nick Swisher Field at Bill Davis Stadium,"Columbus, Ohio"
401750750,2025-03-07T21:00Z,Final,Kansas St,William & Mary,Tointon Family Stadium,"Manhattan, Kansas"
401749747,2025-03-07T21:00Z,Final,Maryland,UCLA,"Shipley Field at Bob ""Turtle"" Smith Stadium","College Park, Maryland"
401749163,2025-03-07T21:00Z,Final,Virginia Tech,Georgia Tech,English Field at Atlantic Union Bank Park,"Blacksburg, Virginia"
401749159,2025-03-07T21:00Z,Final,Duke,California,Jack Coombs Field,"Durham, North Carolina"
401748433,2025-03-07T21:00Z,Final,Kentucky,Wofford,Kentucky Proud Park,"Lexington, Kentucky"
401750856,2025-03-07T23:00Z,Final,San José St,Utah,Excite Ballpark,"San Jose, California"
401750832,2025-03-07T23:00Z,Final,UCF,Monmouth,John Euliano Park,"Orlando, Florida"
401748501,2025-03-07T23:00Z,Final,Missouri,Binghamton,Taylor Stadium,"Columbia, Missouri"
401750688,2025-03-07T23:15Z,Final,Cincinnati,Canisius,UC Baseball Stadium,"Cincinnati, Ohio"
401749750,2025-03-07T23:30Z,Final,Illinois,Michigan,Holman Stadium,"Vero Beach, Florida"
401750792,2025-03-08T00:00Z,Final,TCU,Fresno St,Charlie and Marie Lupton Baseball Stadium at Williams-Reilly Field,"Fort Worth, Texas"
401750390,2025-03-08T00:00Z,Final,Miami,UConn,Alex Rodriguez Park at Mark Light Field,"Coral Gables, Florida"
401749748,2025-03-08T00:00Z,Final,Minnesota,Purdue,U.S. Bank Stadium,"Minneapolis, Minnesota"
401748591,2025-03-08T00:00Z,Final,South Carolina,Morehead St,Founders Park,"Columbia, South Carolina"
401748455,2025-03-08T00:00Z,Final,Mississippi St,Queens,Dudy Noble Field,"Starkville, Mississippi"
401750707,2025-03-08T00:30Z,Final,Houston,Grambling,Darryl & Lori Schroeder Park,"Houston, Texas"
401750664,2025-03-08T00:30Z,Final,Baylor,LMU,Magnolia Field at Baylor Ballpark,"Waco, Texas"
401750810,2025-03-08T01:00Z,Final,Grand Canyon,Texas Tech,Brazell Field at GCU Ballpark,"Phoenix, Arizona"
401750593,2025-03-08T01:00Z,Final,Arizona,Pepperdine,Hi Corbett Field,"Tucson, Arizona"
401750618,2025-03-08T01:30Z,Final,Arizona St,Gonzaga,Phoenix Municipal Stadium,"Phoenix, Arizona"
401750064,2025-03-08T18:30Z,Final,LSU,North Alabama,"Alex Box Stadium, Skip Bertman Field","Baton Rouge, Louisiana"
401749989,2025-03-08T23:00Z,Final,Tennessee,St Bonaventure,Lindsey Nelson Stadium,"Knoxville, Tennessee"
401746187,2025-03-08T20:00Z,Final,Arkansas,Portland,Baum-Walker Stadium,"Fayetteville, Arkansas"
401749164,2025-03-08T18:00Z,Final,North Carolina,Stanford,Bryson Field at Boshamer Stadium,"Chapel Hill, North Carolina"
401748411,2025-03-08T19:00Z,Final,Georgia,Columbia,Foley Field,"Athens, Georgia"
401750325,2025-03-08T18:00Z,Final,Florida St,Lipscomb,Mike Martin Field at Dick Howser Stadium,"Tallahassee, Florida"
401748386,2025-03-08T17:00Z,Final,Florida,Harvard,Condron Family Ballpark,"Gainesville, Florida"
401748385,2025-03-08T21:00Z,Final,Florida,Harvard,Condron Family Ballpark,"Gainesville, Florida"
401751741,2025-03-08T21:35Z,Final,Oregon St,San Diego,Goss Stadium at Coleman Field,"Corvallis, Oregon"
401749167,2025-03-08T18:00Z,Final,Virginia,Boston College,Davenport Field at Disharoon Park,"Charlottesville, Virginia"
401749757,2025-03-08T22:00Z,Final,USC,Oregon,Great Park,"Irvine, California"
401750273,2025-03-08T20:00Z,Final,Clemson,Davidson,Doug Kingsmore Stadium,"Clemson, South Carolina"
401750013,2025-03-08T20:00Z,Final,Texas,Santa Clara,UFCU Disch-Falk Field,"Austin, Texas"
401750038,2025-03-08T20:00Z,Final,Texas A&M,New Mexico St,Olsen Field at Blue Bell Park,"College Station, Texas"
401749166,2025-03-08T22:00Z,Final,Wake Forest,Notre Dame,David F. Couch Ballpark,"Winston-Salem, North Carolina"
401759594,2025-03-08T23:05Z,Final,Santa Barbara,CSU Northridge,Caesar Uyesaka Stadium,"Santa Barbara, California"
401748561,2025-03-08T19:30Z,Final,Ole Miss,Jax State,Oxford-University Stadium at Swayze Field,"Oxford, Mississippi"
401750110,2025-03-08T20:00Z,Final,Vanderbilt,Xavier,Hawkins Field,"Nashville, Tennessee"
401759539,2025-03-08T19:00Z,Final,SC Upstate,Troy,Cleveland S. Harley Baseball Park,"Spartanburg, South Carolina"
401759558,2025-03-08T18:00Z,Final,Southern Miss,UNC Wilmington,Pete Taylor Park/Hill Denson Field,"Hattiesburg, Mississippi"
401755276,2025-03-08T20:00Z,Final,Louisiana,Dallas Baptist,"M.L. ""Tigue"" Moore Field at Russo Park","Lafayette, Louisiana"
401746213,2025-03-08T23:00Z,Final,Auburn,Old Dominion,Plainsman Park,"Auburn, Alabama"
401746163,2025-03-08T22:00Z,Final,Alabama,Presbyterian,Sewell-Thomas Stadium,"Tuscaloosa, Alabama"
401759533,2025-03-08T19:00Z,Final,East Carolina,Coastal,Lewis Field at Clark-LeClair Stadium,"Greenville, North Carolina"
401751052,2025-03-08T18:00Z,Final,The Citadel,Northwestern,"Joseph P. Riley, Jr. Park","Charleston, South Carolina"
401750369,2025-03-08T18:00Z,Final,Louisville,UIC,Jim Patterson Stadium,"Louisville, Kentucky"
401748434,2025-03-08T18:00Z,Final,Kentucky,Wofford,Kentucky Proud Park,"Lexington, Kentucky"
401762998,2025-03-08T19:00Z,Final,Missouri,Binghamton,Taylor Stadium,"Columbia, Missouri"
401751820,2025-03-08T19:00Z,Final,Ohio State,Valparaiso,Nick Swisher Field at Bill Davis Stadium,"Columbus, Ohio"
401750877,2025-03-08T19:00Z,Final,West Virginia,Kennesaw St,Wagener Field at Monongalia County Ballpark,"Morgantown, West Virginia"
401750686,2025-03-08T19:00Z,Final,Cincinnati,Canisius,UC Baseball Stadium,"Cincinnati, Ohio"
401750643,2025-03-08T19:00Z,Final,BYU,Stetson,Miller Park - Larry H. Miller Field,"Provo, Utah"
401750481,2025-03-08T19:00Z,Final,ETSU,Pitt,Thomas Stadium,"Johnson City, Tennessee"
401750414,2025-03-08T19:00Z,Final,NC State,Wright St,Doak Field at Dail Park,"Raleigh, North Carolina"
401750184,2025-03-08T19:00Z,Final,Rutgers,Iowa,Bainton Field,"Piscataway, New Jersey"
401749752,2025-03-08T19:00Z,Final,Maryland,UCLA,"Shipley Field at Bob ""Turtle"" Smith Stadium","College Park, Maryland"
401749746,2025-03-08T19:00Z,Final,Nebraska,Washington,Hawks Field At Haymarket Park,"Lincoln, Nebraska"
401750793,2025-03-08T20:00Z,Final,TCU,Fresno St,Charlie and Marie Lupton Baseball Stadium at Williams-Reilly Field,"Fort Worth, Texas"
401750731,2025-03-08T20:00Z,Final,Kansas,Milwaukee,Equity Bank Park,"Wichita, Kansas"
401750665,2025-03-08T20:00Z,Final,Baylor,LMU,Magnolia Field at Baylor Ballpark,"Waco, Texas"
401749168,2025-03-08T20:00Z,Final,Virginia Tech,Georgia Tech,English Field at Atlantic Union Bank Park,"Blacksburg, Virginia"
401749165,2025-03-08T20:00Z,Final,Duke,California,Jack Coombs Field,"Durham, North Carolina"
401748456,2025-03-08T20:00Z,Final,Mississippi St,Queens,Dudy Noble Field,"Starkville, Mississippi"
401751004,2025-03-08T21:00Z,Final,Michigan St,Winthrop,Fluor Field,"Greenville, South Carolina"
401749756,2025-03-08T21:00Z,Final,Illinois,Michigan,Holman Stadium,"Vero Beach, Florida"
401748592,2025-03-08T21:00Z,Final,South Carolina,Morehead St,Founders Park,"Columbia, South Carolina"
401751053,2025-03-08T21:30Z,Final,The Citadel,Northwestern,"Joseph P. Riley, Jr. Park","Charleston, South Carolina"
401750857,2025-03-08T22:00Z,Final,San José St,Utah,Excite Ballpark,"San Jose, California"
401750751,2025-03-08T22:00Z,Final,Kansas St,William & Mary,Tointon Family Stadium,"Manhattan, Kansas"
401750644,2025-03-08T22:00Z,Final,BYU,Stetson,Miller Park - Larry H. Miller Field,"Provo, Utah"
401749753,2025-03-08T22:00Z,Final,Nebraska,Washington,Hawks Field At Haymarket Park,"Lincoln, Nebraska"
401752061,2025-03-08T22:50Z,Final,Missouri,Binghamton,Taylor Stadium,"Columbia, Missouri"
401750833,2025-03-08T23:00Z,Final,UCF,Monmouth,John Euliano Park,"Orlando, Florida"
401750391,2025-03-08T23:00Z,Final,Miami,UConn,Alex Rodriguez Park at Mark Light Field,"Coral Gables, Florida"
401749754,2025-03-09T00:00Z,Final,Minnesota,Purdue,U.S. Bank Stadium,"Minneapolis, Minnesota"
401750708,2025-03-09T00:30Z,Final,Houston,Grambling,Darryl & Lori Schroeder Park,"Houston, Texas"
401750811,2025-03-09T01:00Z,Final,Grand Canyon,Texas Tech,Brazell Field at GCU Ballpark,"Phoenix, Arizona"
401750594,2025-03-09T01:00Z,Final,Arizona,Pepperdine,Hi Corbett Field,"Tucson, Arizona"
401750619,2025-03-09T01:30Z,Final,Arizona St,Gonzaga,Phoenix Municipal Stadium,"Phoenix, Arizona"
401750065,2025-03-09T18:00Z,Final,LSU,North Alabama,"Alex Box Stadium, Skip Bertman Field","Baton Rouge, Louisiana"
401749990,2025-03-09T17:00Z,Final,Tennessee,St Bonaventure,Lindsey Nelson Stadium,"Knoxville, Tennessee"
401746188,2025-03-09T17:00Z,Final,Arkansas,Portland,Baum-Walker Stadium,"Fayetteville, Arkansas"
401749170,2025-03-09T17:00Z,Final,North Carolina,Stanford,Bryson Field at Boshamer Stadium,"Chapel Hill, North Carolina"
401748412,2025-03-09T16:00Z,Final,Georgia,Columbia,Foley Field,"Athens, Georgia"
401751742,2025-03-09T20:05Z,Final,Oregon St,San Diego,Goss Stadium at Coleman Field,"Corvallis, Oregon"
401749172,2025-03-09T16:00Z,Final,Virginia,Boston College,Davenport Field at Disharoon Park,"Charlottesville, Virginia"
401749763,2025-03-09T20:00Z,Final,USC,Oregon,Great Park,"Irvine, California"
401750274,2025-03-09T18:00Z,Final,Clemson,Davidson,Doug Kingsmore Stadium,"Clemson, South Carolina"
401750014,2025-03-09T18:00Z,Final,Texas,Santa Clara,UFCU Disch-Falk Field,"Austin, Texas"
401748537,2025-03-09T17:00Z,Final,Oklahoma,Sam Houston,Kimrey Family Stadium,"Norman, Oklahoma"
401748538,2025-03-09T20:50Z,Final,Oklahoma,Sam Houston,Kimrey Family Stadium,"Norman, Oklahoma"
401750039,2025-03-09T18:00Z,Final,Texas A&M,New Mexico St,Olsen Field at Blue Bell Park,"College Station, Texas"
401749171,2025-03-09T17:00Z,Final,Wake Forest,Notre Dame,David F. Couch Ballpark,"Winston-Salem, North Carolina"
401759659,2025-03-09T20:05Z,Final,Santa Barbara,CSU Northridge,Caesar Uyesaka Stadium,"Santa Barbara, California"
401748562,2025-03-09T17:00Z,Final,Ole Miss,Jax State,Oxford-University Stadium at Swayze Field,"Oxford, Mississippi"
401750111,2025-03-09T18:00Z,Final,Vanderbilt,Xavier,Hawkins Field,"Nashville, Tennessee"
401759621,2025-03-09T17:00Z,Final,SC Upstate,Troy,Cleveland S. Harley Baseball Park,"Spartanburg, South Carolina"
401759605,2025-03-09T16:00Z,Final,Southern Miss,UNC Wilmington,Pete Taylor Park/Hill Denson Field,"Hattiesburg, Mississippi"
401755278,2025-03-09T18:00Z,Final,Louisiana,Dallas Baptist,"M.L. ""Tigue"" Moore Field at Russo Park","Lafayette, Louisiana"
401746214,2025-03-09T20:30Z,Final,Auburn,Old Dominion,Plainsman Park,"Auburn, Alabama"
401746164,2025-03-09T19:00Z,Final,Alabama,Presbyterian,Sewell-Thomas Stadium,"Tuscaloosa, Alabama"
401759626,2025-03-09T17:00Z,Final,East Carolina,Coastal,Lewis Field at Clark-LeClair Stadium,"Greenville, North Carolina"
401750772,2025-03-09T17:00Z,Final,Oklahoma St,Illinois St,O'Brate Stadium,"Stillwater, Oklahoma"
401750773,2025-03-09T20:30Z,Final,Oklahoma St,Illinois St,O'Brate Stadium,"Stillwater, Oklahoma"
401749169,2025-03-09T15:30Z,Final,Duke,California,Jack Coombs Field,"Durham, North Carolina"
401751005,2025-03-09T16:00Z,Final,Michigan St,UAB,Fluor Field,"Greenville, South Carolina"
401750878,2025-03-09T16:00Z,Final,West Virginia,Kennesaw St,Wagener Field at Monongalia County Ballpark,"Morgantown, West Virginia"
401750752,2025-03-09T16:00Z,Final,Kansas St,William & Mary,Tointon Family Stadium,"Manhattan, Kansas"
401749762,2025-03-09T16:00Z,Final,Illinois,Michigan,Holman Stadium,"Vero Beach, Florida"
401749758,2025-03-09T16:00Z,Final,Maryland,UCLA,"Shipley Field at Bob ""Turtle"" Smith Stadium","College Park, Maryland"
401750834,2025-03-09T16:30Z,Final,UCF,Monmouth,John Euliano Park,"Orlando, Florida"
401751821,2025-03-09T17:00Z,Final,Ohio State,Valparaiso,Nick Swisher Field at Bill Davis Stadium,"Columbus, Ohio"
401751054,2025-03-09T17:00Z,Final,The Citadel,Northwestern,"Joseph P. Riley, Jr. Park","Charleston, South Carolina"
401750689,2025-03-09T17:00Z,Final,Cincinnati,Canisius,UC Baseball Stadium,"Cincinnati, Ohio"
401750482,2025-03-09T17:00Z,Final,ETSU,Pitt,Thomas Stadium,"Johnson City, Tennessee"
401750415,2025-03-09T17:00Z,Final,NC State,Wright St,Doak Field at Dail Park,"Raleigh, North Carolina"
401750392,2025-03-09T17:00Z,Final,Miami,UConn,Alex Rodriguez Park at Mark Light Field,"Coral Gables, Florida"
401750370,2025-03-09T17:00Z,Final,Louisville,UIC,Jim Patterson Stadium,"Louisville, Kentucky"
401749761,2025-03-09T17:00Z,Final,Penn State,Indiana,Medlar Field at Lubrano Park,"University Park, Pennsylvania"
401749173,2025-03-09T17:00Z,Final,Virginia Tech,Georgia Tech,English Field at Atlantic Union Bank Park,"Blacksburg, Virginia"
401748435,2025-03-09T17:00Z,Final,Kentucky,Wofford,Kentucky Proud Park,"Lexington, Kentucky"
401749759,2025-03-09T17:05Z,Final,Nebraska,Washington,Hawks Field At Haymarket Park,"Lincoln, Nebraska"
401750185,2025-03-09T17:30Z,Final,Rutgers,Iowa,Bainton Field,"Piscataway, New Jersey"
401748593,2025-03-09T17:30Z,Final,South Carolina,Morehead St,Founders Park,"Columbia, South Carolina"
401750794,2025-03-09T18:00Z,Final,TCU,Fresno St,Charlie and Marie Lupton Baseball Stadium at Williams-Reilly Field,"Fort Worth, Texas"
401750732,2025-03-09T18:00Z,Final,Kansas,Milwaukee,Hoglund Ballpark,"Lawrence, Kansas"
401750709,2025-03-09T18:00Z,Final,Houston,Grambling,Darryl & Lori Schroeder Park,"Houston, Texas"
401750666,2025-03-09T18:00Z,Final,Baylor,LMU,Magnolia Field at Baylor Ballpark,"Waco, Texas"
401749760,2025-03-09T18:00Z,Final,Minnesota,Purdue,U.S. Bank Stadium,"Minneapolis, Minnesota"
401748503,2025-03-09T18:00Z,Final,Missouri,Binghamton,Taylor Stadium,"Columbia, Missouri"
401748457,2025-03-09T18:00Z,Final,Mississippi St,Queens,Dudy Noble Field,"Starkville, Mississippi"
401750858,2025-03-09T19:00Z,Final,San José St,Utah,Excite Ballpark,"San Jose, California"
401750595,2025-03-09T19:00Z,Final,Arizona,Pepperdine,Hi Corbett Field,"Tucson, Arizona"
401750812,2025-03-09T20:00Z,Final,Grand Canyon,Texas Tech,Brazell Field at GCU Ballpark,"Phoenix, Arizona"
401750620,2025-03-09T20:00Z,Final,Arizona St,Gonzaga,Phoenix Municipal Stadium,"Phoenix, Arizona"
401750326,2025-03-09T16:00Z,Canceled,Florida St,Lipscomb,Mike Martin Field at Dick Howser Stadium,"Tallahassee, Florida"
401750066,2025-03-11T23:30Z,Final,LSU,Xavier,"Alex Box Stadium, Skip Bertman Field","Baton Rouge, Louisiana"
401749991,2025-03-11T20:30Z,Final,Tennessee,West Georgia,Lindsey Nelson Stadium,"Knoxville, Tennessee"
401746189,2025-03-11T23:00Z,Final,Arkansas,C Arkansas,Baum-Walker Stadium,"Fayetteville, Arkansas"
401748413,2025-03-11T19:00Z,Final,Georgia,ETSU,Foley Field,"Athens, Georgia"
401748387,2025-03-11T22:00Z,Final,Florida St,Florida,Mike Martin Field at Dick Howser Stadium,"Tallahassee, Florida"
401751897,2025-03-11T22:00Z,Final,UNC Wilmington,North Carolina,Brooks Field,"Wilmington, North Carolina"
401751743,2025-03-12T00:35Z,Final,Oregon St,Washington St,Goss Stadium at Coleman Field,"Corvallis, Oregon"
401751076,2025-03-11T23:05Z,Final,Oregon,Grand Canyon,PK Park,"Eugene, Oregon"
401750275,2025-03-11T22:00Z,Final,Clemson,Liberty,Doug Kingsmore Stadium,"Clemson, South Carolina"
401750015,2025-03-11T23:30Z,Final,Texas,UT Arlington,UFCU Disch-Falk Field,"Austin, Texas"
401748563,2025-03-11T21:00Z,Final,South Alabama,Ole Miss,Stanky Field,"Mobile, Alabama"
401750575,2025-03-11T22:00Z,Final,Coastal,Wake Forest,Springs Brooks Stadium,"Conway, South Carolina"
401759700,2025-03-11T23:05Z,Final,Santa Barbara,San Diego,Caesar Uyesaka Stadium,"Santa Barbara, California"
401750112,2025-03-11T21:30Z,Final,Vanderbilt,Valparaiso,Hawkins Field,"Nashville, Tennessee"
401746165,2025-03-11T23:00Z,Final,UAB,Alabama,Regions Field,"Birmingham, Alabama"
401750040,2025-03-11T23:00Z,Final,Texas A&M,Prairie View,Olsen Field at Blue Bell Park,"College Station, Texas"
401750774,2025-03-11T23:05Z,Final,Dallas Baptist,Oklahoma St,Horner Ballpark,"Dallas, Texas"
401759692,2025-03-11T23:00Z,Final,Jax State,Troy,Rudy Abbott Field at Jim Case Stadium,"Jacksonville, Alabama"
401759689,2025-03-11T23:00Z,Final,Southern Miss,UT Rio Grande,Pete Taylor Park/Hill Denson Field,"Hattiesburg, Mississippi"
401750525,2025-03-11T21:35Z,Final,Virginia,Maryland,Virginia Credit Union Stadium,"Fredericksburg, Virginia"
401746215,2025-03-11T23:00Z,Final,Auburn,UT Martin,Plainsman Park,"Auburn, Alabama"
401750879,2025-03-11T18:00Z,Final,West Virginia,Towson,Wagener Field at Monongalia County Ballpark,"Morgantown, West Virginia"
401751822,2025-03-11T19:00Z,Final,Ohio State,E Michigan,Nick Swisher Field at Bill Davis Stadium,"Columbus, Ohio"
401751122,2025-03-11T19:00Z,Final,Penn,Rutgers,Tommy Lasorda Field at Meiklejohn Stadium,"Philadelphia, Pennsylvania"
401750371,2025-03-11T19:00Z,Final,Louisville,Lipscomb,Jim Patterson Stadium,"Louisville, Kentucky"
401750298,2025-03-11T19:00Z,Final,Duke,George Mason,Jack Coombs Field,"Durham, North Carolina"
401750227,2025-03-11T19:00Z,Final,Boston College,Merrimack,Eddie Pellagrini Baseball Diamond,"Brighton, Massachusetts"
401751098,2025-03-11T20:00Z,Final,Georgetown,Penn State,Capital One Park,"Tysons, Virginia"
401750978,2025-03-11T20:00Z,Final,Michigan,Toledo,Ray Fisher Stadium,"Ann Arbor, Michigan"
401750923,2025-03-11T20:00Z,Final,Indiana St,Indiana,Bob Warn Field at Sycamore Stadium,"Terre Haute, Indiana"
401750556,2025-03-11T20:00Z,Final,James Madison,Virginia Tech,Eagle Field at Veterans Memorial Park,"Harrisonburg, Virginia"
401752652,2025-03-11T21:05Z,Final,Iowa,Augustana Coll,Duane Banks Field,"Iowa City, Iowa"
401750690,2025-03-11T22:00Z,Final,Cincinnati,Miami OH,UC Baseball Stadium,"Cincinnati, Ohio"
401750457,2025-03-11T22:00Z,Final,Winthrop,Notre Dame,The Winthrop Ballpark,"Rock Hill, South Carolina"
401750416,2025-03-11T22:00Z,Final,NC State,NC A&T,Doak Field at Dail Park,"Raleigh, North Carolina"
401750393,2025-03-11T22:00Z,Final,UCF,Miami,John Euliano Park,"Orlando, Florida"
401750348,2025-03-11T22:00Z,Final,Georgia Tech,Georgia St,Mac Nease Baseball Park,"Atlanta, Georgia"
401762896,2025-03-11T22:30Z,Final,Kentucky,N Illinois,Kentucky Proud Park,"Lexington, Kentucky"
401751178,2025-03-11T23:00Z,Final,Portland,Washington,Joe Etzel Field,"Portland, Oregon"
401750898,2025-03-11T23:00Z,Final,Illinois,W Illinois,Illinois Field,"Champaign, Illinois"
401750795,2025-03-11T23:00Z,Final,Texas St,TCU,Bobcat Ballpark (TX),"San Marcos, Texas"
401750753,2025-03-11T23:00Z,Final,Creighton,Kansas St,Charles Schwab Field,"Omaha, Nebraska"
401750733,2025-03-11T23:00Z,Final,Minnesota,Kansas,U.S. Bank Stadium,"Minneapolis, Minnesota"
401748458,2025-03-11T23:00Z,Final,Mississippi St,Old Dominion,Kessler Federal Park,"Biloxi, Mississippi"
401751035,2025-03-11T23:05Z,Final,Nebraska,Wichita St,Hawks Field At Haymarket Park,"Lincoln, Nebraska"
401750667,2025-03-11T23:30Z,Final,Baylor,Sam Houston,Magnolia Field at Baylor Ballpark,"Waco, Texas"
401751164,2025-03-12T01:00Z,Final,Fullerton,USC,Goodwin Field,"Fullerton, California"
401751142,2025-03-12T01:00Z,Final,UCLA,UC Irvine,Jackie Robinson Stadium,"Los Angeles, California"
401750596,2025-03-12T01:00Z,Final,Arizona,Arizona St,Hi Corbett Field,"Tucson, Arizona"
401750252,2025-03-12T01:00Z,Final,California,Utah,Stu Gordon Stadium,"Berkeley, California"
401751055,2025-03-11T20:30Z,Canceled,Northwestern,Illinois St,Rocky and Berenice Miller Park,"Evanston, Illinois"
401751744,2025-03-12T22:05Z,Final,Oregon St,Washington St,Goss Stadium at Coleman Field,"Corvallis, Oregon"
401751077,2025-03-12T23:05Z,Final,Oregon,Grand Canyon,PK Park,"Eugene, Oregon"
401750276,2025-03-12T20:00Z,Final,Clemson,Liberty,Doug Kingsmore Stadium,"Clemson, South Carolina"
401748539,2025-03-12T23:30Z,Final,Oklahoma,Louisiana Tech,Kimrey Family Stadium,"Norman, Oklahoma"
401750299,2025-03-12T15:00Z,Final,Duke,George Mason,Jack Coombs Field,"Durham, North Carolina"
401750734,2025-03-12T18:00Z,Final,Minnesota,Kansas,U.S. Bank Stadium,"Minneapolis, Minnesota"
401763382,2025-03-12T18:50Z,Final,UIC,Northwestern,Les Miller Field at Curtis Granderson Stadium,"Chicago, Illinois"
401751123,2025-03-12T19:00Z,Final,Rutgers,Wagner,Bainton Field,"Piscataway, New Jersey"
401750483,2025-03-12T19:00Z,Final,Pitt,Youngstown St,Charles L. Cost Field,"Pittsburgh, Pennsylvania"
401751895,2025-03-12T20:00Z,Final,Purdue,Butler,Alexander Field,"West Lafayette, Indiana"
401751099,2025-03-12T20:00Z,Final,Georgetown,Penn State,Capital One Park,"Tysons, Virginia"
401750959,2025-03-12T20:00Z,Final,Maryland,Mount St Marys,"Shipley Field at Bob ""Turtle"" Smith Stadium","College Park, Maryland"
401750458,2025-03-12T20:00Z,Final,Winthrop,Notre Dame,The Winthrop Ballpark,"Rock Hill, South Carolina"
401750213,2025-03-12T20:00Z,Final,Michigan St,Michigan,Jeff Ishbia Field at McLane Stadium,"East Lansing, Michigan"
401750754,2025-03-12T22:00Z,Final,Omaha,Kansas St,Tal Anderson Field,"Omaha, Nebraska"
401748459,2025-03-12T22:00Z,Final,Mississippi St,Nicholls,Kessler Federal Park,"Biloxi, Mississippi"
401748594,2025-03-12T22:30Z,Final,South Carolina,Georgia St,Founders Park,"Columbia, South Carolina"
401750710,2025-03-12T23:00Z,Final,Sam Houston,Houston,Don Sanders Stadium,"Huntsville, Texas"
401751036,2025-03-12T23:05Z,Final,Nebraska,Wichita St,Hawks Field At Haymarket Park,"Lincoln, Nebraska"
401750372,2025-03-13T00:00Z,Final,Louisville,Oakland,Jim Patterson Stadium,"Louisville, Kentucky"
401749536,2025-03-13T20:00Z,Final,BYU,UCF,Miller Park - Larry H. Miller Field,"Provo, Utah"
401748912,2025-03-14T21:30Z,Final,LSU,Missouri,"Alex Box Stadium, Skip Bertman Field","Baton Rouge, Louisiana"
401748910,2025-03-14T22:30Z,Final,Tennessee,Florida,Lindsey Nelson Stadium,"Knoxville, Tennessee"
401748908,2025-03-14T19:00Z,Final,Ole Miss,Arkansas,Oxford-University Stadium at Swayze Field,"Oxford, Mississippi"
401748911,2025-03-14T22:00Z,Final,Georgia,Kentucky,Foley Field,"Athens, Georgia"
401749321,2025-03-14T22:00Z,Final,Florida St,Boston College,Mike Martin Field at Dick Howser Stadium,"Tallahassee, Florida"
401749322,2025-03-14T19:00Z,Final,Louisville,North Carolina,Jim Patterson Stadium,"Louisville, Kentucky"
